vi_text,labels
000 m2 của tấm pin mặt trời được lắp đặt trên mặt hồ liền kề cung cấp nguồn năng lượng xanh lên đến 606 nghìn kWh mỗi năm có khả năng tiết kiệm tới 174 tổng năng lượng tiêu thụ hàng năm,1
Ví dụ tại JCrew cam kết của chúng tôi với ESG đã được thông báo và bắt nguồn từ di sản lâu đời của thương hiệu sản xuất các trang phục được sản xuất đến cuối cùng,0
Sau đó có những tiêu chuẩn cao hơn chúng ta muốn đáp ứng và những tiêu chuẩn mới mà chúng ta tin là cần thiết phải được thiết lập,0
Phân loại mới này tăng cường sự tập trung vào quản lý rủi ro toàn vẹn từ đó tăng cường khả năng hiển thị và giám sát của khu vực và Nhóm về môi trường kiểm soát và rủi ro,3
Chúng tôi đã kiểm tra cẩn thận từng sáng kiến để tìm ra cách thức nó có thể thúc đẩy sự phấn khích về chuỗi bán lẻ và sản phẩm của chúng tôi và tiếp tục giúp mang lại trải nghiệm mà chúng tôi biết khách hàng của mình yêu thích và mong đợi,2
Kể từ đó Vicostone đã quản lý hiệu quả hơn 95 vật liệu đầu vào giúp công ty tránh được những ảnh hưởng tiêu cực tiềm tàng của tình hình thị trường tổng thể và các vấn đề vận chuyển nguyên liệu thô liên quan,3
Với công nghệ này đảm bảo rằng nước sau khi xử lý đáp ứng các tiêu chuẩn cột A của QCVN402011BTNMT là loại nước đủ điều kiện đầu vào cho hệ thống xử lý sử dụng để sản xuất nước sinh hoạt,1
Nhóm đa ngành của chúng tôi bao gồm các chuyên gia với sự kết hợp của kinh nghiệm đảm bảo môi trường và bền vững,2
Các tấm pin mặt trời được lắp đặt bởi Landmark trong những năm trước tiếp tục đóng góp vào việc tạo ra năng lượng tái tạo thay thế điện sẽ được mua từ lưới điện,1
I G H TS C H A L L E N G E S Cung cấp các chất làm giàu môi trường như cành đậu rác và các vật dụng mổ cho gà mái đẻ trứng,1
Tất cả các nhân viên từ cấp giám đốc trở lên đều phải xác nhận việc tuân thủ Quy tắc đạo đức nghề nghiệp hàng năm,3
Chúng tôi tiếp tục tiêu thụ và chi tiêu giấy in báo vừa phải bằng cách sử dụng loại giấy có trọng lượng cơ bản nhẹ hơn,0
Chúng tôi sử dụng nhiều phương pháp để cung cấp cho khách hàng những cách thức thuận tiện nhằm đo lường sự hài lòng bao gồm Khảo sát trực tuyến khảo sát qua điện thoại và khảo sát thư mời trực tiếp,2
TJX cũng đã hỗ trợ cộng đồng của chúng tôi khi thảm hoạ bất ngờ xảy ra,2
Vì so sánh với những năm trước không có ý nghĩa chúng tôi đã chọn không báo cáo số liệu này cho năm 2020,0
Dựa trên ngữ cảnh nhất định câu đã sửa sẽ là như sau Hợp tác với Unitex để thực hiện một dự án năng lượng mặt trời bao gồm cả mảng quang điện và tham gia vào DPPA,0
Câu được chỉnh sửa là Đối với những người có thu nhập hàng năm lên tới 34 triệu đồng họ sẽ nhận được hỗ trợ từ Chính phủ để giúp mua nhà ở,2
Trừ khi theo quy định của pháp luật Công ty rõ ràng từ chối bất kỳ nghĩa vụ nào phải công bố công khai bất kỳ cập nhật hoặc sửa đổi nào đối với bất kỳ báo cáo hướng tới nào có trong này để phản ánh bất kỳ thay đổi nào về kỳ vọng của Công ty liên quan đến đó hoặc thay đổi các sự kiện điều kiện hoặc hoàn cảnh làm cơ sở cho bất kỳ báo cáo nào,3
Tôi đã nộp đơn xin cấp giấy chứng nhận cho thương hiệu tại Cục sở hữu trí tuệ,2
"Song song với đó, VinUniversity đang hợp tác với Đại học Oxford để thực hiện Dự án nghiên cứu Đổi mới Sáng tạo trong ngành ở Việt Nam.",0
Giải thưởng IJGlobal năm 2022 sẽ được tổ chức vào tháng 3/2023 tại Singapore.,0
Điểm nổi bật từ Shelter B Q tài trợ cho một nhóm gồm chín chuyên gia Cố vấn Kỹ năng DIY những người cung cấp trợ giúp thực tế cho những người đã trải qua hoặc có nguy cơ vô gia cư,2
Tổ chức một cuộc thi thể dục dụng cụ quy mô lớn thúc đẩy tinh thần tập thể dục và cải thiện sự gắn kết của nhân viên trong công ty,2
SUBSTAINABILITY REBORT Rollins Inc là một công ty dịch vụ quốc tế có trụ sở tại Atlanta Ga,0
Trong đó thị trường vốn xanh được coi là kênh dẫn vốn quan trọng cho các dự án TTX ở nhiều nền kinh tế khác nhau nhưng lại là một vấn đề khá mới mẻ đối với các thành viên tham gia trên thị trường này nói riêng và thị trường chứng khoán Việt Nam nói chung,3
Để quản lý xu hướng ngành và nhu cầu của người tiêu dùng chúng tôi tiếp tục thực hiện các chính sách và chương trình trong chuỗi cung ứng của mình để giúp đảm bảo rằng các cam kết nhân quyền của chúng tôi được đáp ứng,2
Mỗi năm cho mỗi nhân viên Đào tạo và phát triển CH2M hiện không thu thập thông tin đào tạo theo giới tính và loại nhân viên,2
Tôi đã có thể áp dụng những kiến thức từ các khoá học cụ thể dẫn đến tiết kiệm thực sự cho công ty bao gồm giảm 2 triệu đô la chi phí vào năm 2021,3
Vinamilk luôn tôn trọng các quy định pháp luật và chính sách quản lý của Nhà nước như Luật Thuế đảm bảo việc nộp báo cáo liên quan đến thuế đầy đủ cho tất cả các quốc gia và vùng lãnh thổ mà công ty đang hoạt động,3
Theo thông tin do Ủy ban Mặt trận Tổ quốc tỉnh Nghệ An cung cấp thiên tai gây ra tổn thất nghiêm trọng về tính mạng và tài sản đặc biệt là ở các huyện Kỳ Sơn Hoàng Mai Yên Thành Quỳnh Lưu Thanh Chương Hưng Nguyên Nghi Lộc Phát huy tinh thần lá lành đùm lá rách cán bộ Bảo Việt đã tình nguyện đóng góp một ngày lương với tổng trị giá hơn 1 tỷ đồng cùng nhiều quà tặng hiện vật gửi tới người dân Nghệ An bị ảnh hưởng bởi bão lũ,2
Những nhân viên nào vi phạm chính sách này bằng cách tham gia vào hối lộ hay tham ô hoặc không tuân thủ các quy định của công ty về chống tham nhũng và hối lộ sẽ phải đối mặt với hình thức kỷ luật có thể lên đến mức chấm dứt hợp đồng,3
Các biện pháp cần thiết để duy trì tính toàn vẹn và hoạt động của hệ thống,3
"Các dự án này đáp ứng các tiêu chí và phù hợp với Khung tài chính bền vững của Ngân hàng Standard Chartered tại Việt Nam, bao gồm cả Nguyên tắc chống tham nhũng như một phần thiết yếu trong cam kết của Tập đoàn.",3
"TMV cũng hoàn thành nghĩa vụ nộp thuế đầy đủ theo yêu cầu của nhà nước, trong khi tích cực tham gia vào các hoạt động có ý nghĩa vì lợi ích của cộng đồng.",3
Tại khu vực dự án chúng tôi tổ chức nhiều sự kiện gây quỹ để kỷ niệm những ngày lễ quan trọng như Lễ hội mùa xuân và Giáng sinh,2
Ngoài ra không tốn phí cho nhân viên một huấn luyện viên chăm sóc sức khoẻ chuyên dụng có thể tiếp cận bằng video điện thoại hoặc trò chuyện,2
Ireland Phần mềm KitchTech cho phép theo dõi thời gian thực và từ xa nhiệt độ tủ lạnh và tủ đông,0
Chúng tôi tin rằng việc đạt được mục tiêu bền vững của chúng ta sẽ dễ dàng hơn khi tất cả các bên liên quan đặc biệt là những người nằm trong chuỗi giá trị của chúng ta cùng nhau hợp tác để tích hợp các mục tiêu môi trường vào hoạt động kinh doanh,0
Tôi lạc quan về tương lai của chúng ta và mong muốn đạt được những mục tiêu tích cực và thực hiện lời hứa của chúng ta về việc Nuôi dưỡng một thế giới tốt đẹp hơn,0
Và đối với lượng khí thải carbon mà chúng ta chưa thể tránh được chúng tôi đang bù đắp bằng các dự án tiêu chuẩn carbon đã được xác nhận cho phép cơ sở hạ tầng năng lượng gió,1
Kiểm toán viên cần có sự hiểu biết về chuẩn mực kế toán quốc gia các nguyên tắc báo cáo tài chính quốc tế và tiêu chuẩn ngành cụ thể áp dụng cho công ty đang được kiểm tra,3
Bảng cân đối kế toán vốn chủ sở hữu Cổ phiếu thường ngày 3062015 Cổ phiếu thưởng phát hành trong quý II Vốn chủ sở hữu cổ phần tại thời điểm cuối kỳ Chi tiết tình hình biến động số lượng cổ phần của Ngân hàng tính đến ngày 30 tháng 9 như sau Số lượng cổ phần lưu hành trên thị trường vào ngày 31 tháng 12 năm trước là 5000 cổ phiếu,0
Quy tắc ứng xử của nhà cung cấp của chúng tôi bao gồm một tuyên bố mở rộng các yêu cầu của chúng tôi về việc cung cấp các điều kiện an toàn và lành mạnh ngoài nhà máy để bao gồm bất kỳ cơ sở sống nào được cung cấp cho công nhân,2
Là Tập đoàn Tài chính Bảo hiểm hàng đầu trong lĩnh vực bảo hiểm phi nhân thọ cuộc sống quản lý quỹ chứng khoán và các dịch vụ tài chính khác với tổng doanh thu hoạt động từ bảo hiểm phi nhân thọ là 110 tỷ đôla Mỹ vào năm 2023,3
Với ý thức minh bạch liêm chính và chuyên nghiệp tập trung vào tính công bằng Coteccons luôn ưu tiên tôn trọng lợi ích và quyền lợi hợp pháp của các bên liên quan,3
Hơn nữa chúng tôi đồng hành với các hoạt động đầu tư xã hội của mình để tăng cường sự hiện diện và cơ hội cho phụ nữ trong cộng đồng,2
"Năm 2015, công ty này đã hoàn thành một kế hoạch nghề nghiệp toàn diện bao gồm các lộ trình phát triển chi tiết cho tất cả các vai trò trong tổ chức.",2
Ghi bàn ngoài 100 công ty được chứng nhận CarbonNeutral Cũng như các cam kết FasterForward của chúng tôi chúng tôi nhắm mục tiêu giảm phát thải phạm vi 1 và 2 của chúng tôi 55 và phát thải phạm vi 3 của chúng tôi 20 vào năm 2030 từ đường cơ sở 2017,1
Năng lượng mặt trời và năng lượng gió MWh được sử dụng có nghĩa là hơn 6 điện chúng tôi sử dụng để cung cấp năng lượng cho doanh nghiệp đến từ các nguồn tái tạo,1
"Vincom Retail đã hoàn thành việc kiểm tra với sự cộng tác của công ty hiệu suất xây dựng Barghest từ Singapore, có trụ sở tại Trung tâm Vincom Trần Duy Hưng và sẽ được triển khai trên các trung tâm bán lẻ khác vào năm 2023.",3
Khi chúng ta làm điều đúng đắn kết quả sẽ tự lên tiếng,0
